Flex1,Flex2,Flex3,Flex4,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z
0,300,288,277,-856,-4236,14248,13,-131,-273
0,300,289,277,-932,-4352,13952,62,593,-293
0,300,289,277,-872,-4592,14604,-367,88,267
130,301,288,277,-788,-4380,14380,21,-82,-403
132,300,289,277,-792,-4088,14512,-79,412,-98
124,300,288,277,-1180,-4092,14400,230,462,-460
125,300,288,277,-684,-4112,14108,738,364,-789
125,300,288,276,-948,-4172,14016,-406,-12,-622
123,299,289,277,-920,-4152,14276,-244,-160,-343
123,299,288,277,-736,-4104,14276,-309,327,-417
128,300,288,277,-964,-4100,14144,472,130,-149
120,299,288,277,-712,-4308,14732,-162,235,-336
146,299,288,277,-864,-3912,14120,-184,204,-395
138,300,289,277,-924,-4272,14296,125,-13,-38
126,299,289,277,-948,-4176,14224,-315,-255,-525
142,300,288,277,-1236,-3716,13868,2825,1750,1303
126,299,290,277,-824,-4840,14560,314,-39,-379
133,300,289,277,-1016,-3284,13752,-790,-68,-861
122,300,290,277,-932,-3744,14204,265,329,-15
128,300,288,277,-796,-4020,14280,-192,303,-390
112,300,288,277,-988,-4196,14356,414,461,-296
117,300,288,277,-1028,-4640,14440,-1297,-1028,-1019
80,299,288,277,-1336,-4396,13792,-361,825,-378
157,300,289,277,-1072,-4352,14012,231,214,-208
146,300,289,276,-1120,-4236,14640,-177,-121,-232
140,300,289,276,-944,-4344,14300,-305,-10,-509
139,301,288,277,-896,-4172,14416,89,251,-331
144,299,289,277,-1200,-4280,13928,4,-449,-448
141,299,288,277,-1112,-4036,13952,182,134,-242
133,299,288,277,-1032,-4092,14288,376,143,-75
131,300,288,277,-1180,-4132,13928,-43,52,-219
122,300,289,277,-1208,-4324,13964,-165,130,-355
128,300,289,277,-1220,-4056,14516,786,292,-291
126,300,287,276,-1020,-4276,14224,-772,-304,-673
119,300,288,277,-984,-4332,14740,252,160,-101
121,300,288,277,-996,-4744,14288,436,365,-109
121,300,288,277,-1096,-4232,14116,-200,159,-580
122,301,288,277,-1160,-4228,14020,-158,370,-312
111,300,288,277,-1016,-4420,13984,8,200,-204
113,299,288,276,-996,-4256,14164,-249,6,-374
116,300,288,276,-952,-4236,13956,-287,28,-335
117,300,288,277,-1004,-4372,14220,188,279,-234
121,300,288,277,-972,-4364,14276,-125,9,-400
119,300,288,277,-1140,-4480,14544,-60,-218,-177
120,300,288,276,-976,-4324,14008,103,263,-234
122,301,288,277,-972,-4412,14228,-39,-16,-310
115,300,288,277,-1108,-4308,14072,274,254,-316
115,300,289,277,-1100,-4312,14204,224,209,-161
116,300,289,277,-1048,-4584,14260,-106,289,-350
119,300,288,277,-1084,-4332,14192,131,59,-251
115,300,289,277,-1104,-4308,14104,-109,144,-333
114,300,288,276,-1064,-4344,14132,-312,-75,-299
114,300,287,276,-908,-4192,14200,107,123,-187
109,300,289,276,-980,-4480,14128,-158,270,-387
109,300,289,276,-1136,-4312,14248,382,488,-247
110,299,288,276,-1088,-4212,14256,55,-424,-31
111,300,289,277,-1076,-4196,14072,58,-26,-352
101,300,288,277,-1056,-4188,14448,113,343,-292
115,300,289,277,-972,-4336,13880,80,129,-203
122,299,288,277,-964,-3964,14608,365,324,-147
112,300,288,277,-956,-4248,14404,119,263,-325
117,300,288,277,-952,-4188,14452,275,302,-191
113,300,288,277,-984,-4184,14048,253,465,-374
120,300,288,277,-980,-4076,14464,241,58,-92
105,300,288,277,-920,-4132,14088,24,245,-382
98,300,288,277,-1108,-4160,14224,-29,156,-267
97,300,288,277,-992,-4060,14212,165,227,-195
115,300,288,277,-1056,-4328,14084,-30,114,-167
112,301,288,278,-1000,-4420,14488,-231,63,-465
119,300,288,277,-952,-4072,14332,-78,245,-374
109,300,288,277,-1020,-4172,13948,-67,45,-352
106,301,289,276,-1172,-3872,14148,603,208,-107
119,300,288,276,-1008,-4256,14336,-74,20,-205
112,300,289,276,-1088,-4220,14444,1003,298,22
116,299,288,277,-928,-4328,14320,114,120,-196
109,300,289,277,-932,-4316,14344,294,29,-140
115,300,288,276,-1012,-4104,14252,189,-104,-102
102,299,289,276,-900,-4236,14116,493,-95,-192
96,299,288,276,-576,-4108,14276,406,-7,-57
130,300,288,276,-944,-4296,14652,-266,142,-234
137,300,288,277,-408,-4184,13992,225,131,-123
119,300,289,277,-780,-3936,14604,-261,-24,-449
115,300,288,276,-864,-4144,14204,314,231,-354
116,300,288,276,-1216,-4440,14408,64,-87,-36
153,300,288,278,-616,-3844,13928,1466,776,-747
165,300,289,277,-840,-3140,14012,184,90,-438
159,300,289,277,-508,-3020,14912,1365,280,17
0,300,289,277,-368,-2732,14812,859,-562,-265
0,300,288,276,-420,-2920,14284,-431,-926,-375
0,299,288,276,-292,-3128,14396,721,77,-171
0,300,288,276,-324,-3260,14576,-144,42,-501
0,300,288,276,-208,-3316,14596,212,395,-304
0,300,288,276,-296,-3140,14464,-112,-279,-479
0,300,289,276,-104,-3004,14444,30,-152,-334
0,300,288,276,-184,-2976,14820,479,367,-238
0,300,288,276,-252,-3140,14608,1105,464,110
0,301,289,276,28,-3600,14856,227,665,-119
0,300,289,276,-396,-2384,14432,-477,-152,-619
0,300,288,277,-244,-2612,14436,119,-209,-158
0,300,288,277,76,-3004,14652,-782,-191,-594
0,300,288,276,-400,-2800,14732,-176,174,-334
0,300,288,276,-196,-3268,14584,-83,205,-320
0,300,288,277,-152,-2932,14336,307,6,-266
0,300,289,277,-124,-3180,14384,-153,-78,-318
0,298,290,276,-152,-3000,14620,7,43,-367
0,300,288,276,64,-3008,14480,-241,155,-411
0,300,289,277,-144,-3032,14476,936,508,-8
0,300,289,277,-72,-3116,14492,395,319,-34
0,300,289,277,-152,-2944,14584,352,601,-298
0,300,289,276,-12,-3228,14684,-275,156,-510
0,300,288,277,-68,-2908,14776,196,361,-255
0,300,288,277,-376,-2864,14504,-677,54,-541
0,300,288,277,-128,-3048,14248,444,255,-412
0,300,288,277,-184,-2920,14756,398,344,43
0,300,288,276,144,-3316,14784,250,358,-225
0,300,288,277,-40,-3424,14612,9,284,-345
0,300,289,276,-60,-3116,14340,179,252,-367
0,299,289,277,-144,-2928,14420,195,-11,-191
0,300,288,277,-64,-2944,14364,31,36,-277
0,300,289,277,48,-3044,14540,579,203,-81
0,300,288,277,68,-2896,14452,-410,-73,-397
0,300,288,277,28,-3184,14592,-265,207,-362
0,300,288,277,-52,-3224,14348,-436,-55,-385
0,300,288,278,-248,-3200,14432,581,198,-14
0,300,289,277,-136,-2908,14960,-179,333,-363
0,300,288,277,-200,-3844,14308,-421,968,96
0,300,289,276,-704,-4096,14132,-831,-47,33
0,300,288,277,-276,-4144,14332,-264,-27,-123
302,300,289,277,-316,-3836,13808,1320,437,-753
310,299,288,278,-496,-4496,14252,-750,1204,-404
309,299,288,277,-580,-4104,13640,-532,346,-226
307,299,288,277,-804,-4308,14488,-705,698,-648
305,300,288,277,-832,-4116,14572,-31,121,-353
305,299,288,277,-876,-4580,14352,-66,56,-334
306,300,288,277,-896,-4072,13892,49,28,-303
309,299,289,277,-832,-4176,14132,-26,256,-326
295,300,289,277,-612,-4280,14432,238,257,-245
304,299,288,277,-868,-4008,14208,31,357,-398
306,299,288,277,-824,-4600,14568,-249,281,-288
306,300,288,277,-840,-4180,14028,61,50,-338
309,299,289,277,-780,-4456,14272,-238,36,-299
306,300,288,277,-920,-4508,14560,-86,197,-255
304,300,288,277,-868,-4428,14248,318,46,-140
306,299,288,277,-756,-4316,14180,137,290,-227
305,299,289,277,-868,-4540,14456,14,246,-375
307,300,288,277,-768,-4736,14632,180,356,-207
310,300,289,277,-712,-4600,14568,10,168,-310
308,300,289,277,-636,-4452,14588,-819,-413,-550
292,298,288,277,-580,-4868,13896,-1727,-35,-801
301,300,289,277,-336,-5756,13796,-2678,-71,-780
301,300,288,277,-416,-6520,13468,-2144,723,-340
301,300,288,277,-856,-6232,12996,-1170,-1491,-1728
301,300,289,278,1032,-7220,12784,-649,-2483,-3003
302,301,288,277,1072,-6400,12992,-1234,1123,-1472
102,301,289,277,512,-7772,14284,692,-742,-3062
122,298,288,277,-484,-7412,12820,800,-1094,-2248
203,298,288,276,1868,-2456,11960,3163,11987,201
289,298,289,277,-2348,-3384,14328,-540,42,-322
291,298,289,277,-2740,-3128,14060,124,168,-280
291,298,288,277,-2692,-3124,14336,19,153,-285
290,298,288,277,-2620,-3088,14292,27,122,-264
291,298,289,277,-2548,-3124,14268,30,85,-288
